RBD	NOMBRE	COMUNA
26316	ESCUELA ESP. ALTUE DE CERRO NAVIA	CERRO NAVIA
26317	"ESCUELA  ESPECIAL  DE  LENGUAJE N° 2235	  ANTÚ KÚYEN"	CERRILLOS
26318	ESCUELA ESPECIAL SANTA RITA DE CASIA DE LA GR	LA GRANJA
26319	ESCUELA DE PARV. TIA YAYI	PUENTE ALTO
26320	ESC. ESP. CORAZON DE JESUS DE SAN BERNARDO	TALAGANTE
26321	ESC. DE PARV. JARDIN INFANTIL GIRASOL DE SAN	SAN BERNARDO
26322	ESCUELA DE PARVULOS Y ESPECIAL N°2237 SAN BENITO EDUCA	MAIPÚ
26323	THE ALMOND SCHOOL III	LA PINTANA
26324	EST. EDUC. PART. ARCANGEL GABRIEL N° 2	PEDRO AGUIRRE CERDA
26325	ESC. ESP. PART. CARAMELOS DE LUZ	ÑUÑOA
26326	ESCUELA DE PARVULOS N°2239 JARDÍN INFANTIL CHICUREO	COLINA
26327	ESC. ESP. ANTILAF DE PEÑAFLOR	PEÑAFLOR
26328	COLEGIO ANTUQUENU ANDINO	LA FLORIDA
26330	ESC. ESP. PEUMAYEN DE MAIPU N°2	MAIPÚ
26333	C. INTEGRAL DE AD. PROFESORA TERESA MOYA REYE	PUENTE ALTO
26334	ESC. ESP. EL CANELO DE PUENTE ALTO	PUENTE ALTO
26335	COLEGIO DUNALASTAIR VALLE NORTE	COLINA
26336	ESC. PARV. PABLITO NERUDA Y GABRIELA MISTRAL	PUENTE ALTO
26337	ESCUELA ESPECIAL ADAES	LA CISTERNA
26338	ESC. DE PARV. CASPER	PUENTE ALTO
26339	ESC. ESP. PLANETKIDS	PEÑAFLOR
26340	ESC. PARV. ADRIANNA BERZINS	MAIPÚ
26341	ESC. BAS. NUEVA ESPERANZA DE EL BOSQUE	EL BOSQUE
26342	ESC. DE PARV. LOS DUENDECITOS DE LA GRANJA	LA GRANJA
26343	ESC. ESP. MI MUNDO DE ÑUÑOA	ÑUÑOA
26344	ESCUELA DE PARVULOS Y ESPECIAL CRISOL DE EL	EL BOSQUE
26345	ESC. BAS. EJERCITO DE SALVACION DE SANTIAGO	SANTIAGO
26347	ESC. ESP. SANTA GEMA GALGANI	SAN BERNARDO
26348	ESCUELA DE PARVULOS N 2251 ANDALUE DE SAN J	SAN JOAQUÍN
26349	ESC ESP. CENTROS DE RETOS MULTIPLES LUZ Y ESP	BUIN
26350	ESCUELA ESP. SAN MARTIN DE PORRES	CERRO NAVIA
26351	ESCUELA ESPECIAL N°2253 ANTULAF	LA CISTERNA
26352	ESC. PROFESOR FELIX ALVAREZ	QUINTA NORMAL
26353	ESC. DE PARVULOS SOL Y LUNA DE LA REINA	LA REINA
26354	ESCUELA ESP. ALTAZOR DE ESTACION CENTRAL	ESTACIÓN CENTRAL
26355	ESCUELA DE LENGUAJE MILLARAHUE	HUECHURABA
26356	ESCUELA ESPECIAL N° 2258 NIÑO JESUS DE LA GR	LA GRANJA
26357	ESCUELA ESPECIAL UN MUNDO DE PALABRAS	QUILICURA
26358	ESCUELA ESPECIAL CREA	EL MONTE
26359	ESCUELA ESPECIAL GABRIELA RUBIO	LA CISTERNA
26360	ESC. PARV. UN RINCON DE ALEGRIA	RENCA
26361	ESC. ESP. EL PRINCIPITO DE LA FLORIDA	LA FLORIDA
26362	COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO	SAN BERNARDO
26364	ESCUELA ESPECIAL N°165 MONTESOL	BUIN
26365	COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL	PUDAHUEL
26367	LINCOLN COLLEGE SAN BERNARDO	SAN BERNARDO
26368	COLEGIO SAN FRANCISCO DE SALES	MAIPÚ
26369	ESCUELA BASICA LUNA NUEVA DE LA PINTANA	LA PINTANA
26370	ESC. ESP. SAN ANTONIO DE LO PRADO	LO PRADO
26371	COLEGIO DE ADULTOS LOS LIBERTADORES DE MAIPU	MAIPÚ
26372	COLEGIO SAN LUCAS DE LO ESPEJO	LO ESPEJO
26373	ESCUELA DE PARVULOS Y ESPECIAL SANTA TERESA	PUENTE ALTO
26378	ESCUELA PATRONA DE LOURDES	PEÑAFLOR
26379	COLEGIO SOL DEL VALLE	LAMPA
26381	COLEGIO NUEVA ERA SIGLO XXI SEDE PUENTE ALTO	PUENTE ALTO
26382	ESCUELA ESPECIAL SANTA BLANCA	LO BARNECHEA
26383	COLEGIO INSTITUTO CALERA DE TANGO	CALERA DE TANGO
26384	COLEGIO TEC. PROF. SAN RAMON LA CISTERNA	LA CISTERNA
26385	ESCUELA ESPECIAL LA REINA	LA REINA
26386	ESCUELA ESP. ANDELEN	PUENTE ALTO
26387	ESC. BAS. Y ESP. COLLEGE PADRE HURTADO	RENCA
26388	ESCUELA ESP. SAN CRISTOBAL DE PUENTE ALTO	PUENTE ALTO
26389	ESC DE PARVULOS CRECER CREANDO	SAN MIGUEL
26390	ESC. PARV.JARDIN INFANTIL COLONIAL DE LOS HAL	SAN BERNARDO
26391	ESCUELA BASICA 2270 MI SONRISA	RENCA
26392	ESC. ALTAS CUMBRES DEL ROSAL	MAIPÚ
26393	ESCUELA DE PARVULOS EL CANELO DE EL BOSQUE	EL BOSQUE
26395	ESCUELA DE PARVULOS Y ESPECIAL SAN FRANCISCO	MAIPÚ
26396	ESCUELA ESPECIAL 2274 MATER	QUILICURA
26397	ESCUELA ESP. DE LENGUAJE CARAMELO	PUENTE ALTO
26398	ESCUELA DE PARVULOS BURBUJITAS	LO ESPEJO
26399	COLEGIO PUMAHUE CHICUREO	COLINA
26402	ESCUELA DE PARVULOS UNICORNIO	PUENTE ALTO
26403	INSTITUTO SEMBRADOR DE PEÑAFLOR	PEÑAFLOR
26404	CENTRO EDUC DE AD STA TERESITA DE PADRE HURTA	PADRE HURTADO
26405	COLEGIO HERMANOS CARRERA DE CHILE	MAIPÚ
26406	ESCUELA ESPECIAL N° 2278 NUESTRAS HUELLAS	ÑUÑOA
26407	ESCUELA ESP SANTA INES DE LA PAZ	MELIPILLA
26408	ESC.ESPECIAL Nº 2279 SAN EXPEDITO DE LAMPA	LAMPA
26409	ESCUELA ESPECIAL PEQUE SOL	EL BOSQUE
26410	ESCUELA ESPECIAL VIVAN LOS NIÑOS	LA PINTANA
26411	COLEGIO NOVA TERRA	LA FLORIDA
26412	ESCUELA DE PARVULOS FANTASIAS	MAIPÚ
26414	ESCUELA ESPECIAL Nº 168 NAJU	BUIN
26415	ESCUELA ESPECIAL CONGUILLIO	PUENTE ALTO
26416	COLEGIO PREMILITAR CAPITAN IGNACIO CARRERA PINTO	PEÑAFLOR
26419	ESCUELA ESPECIAL DE LENGUAJE MALEN	PEÑALOLÉN
26420	ESCUELA ESPECIAL Nº 2284 LOS ANGELITOS FELICE	RECOLETA
26421	ESCUELA DE PARVULOS EL ARCA DE NOE	PUENTE ALTO
26422	ESCUELA ESPECIAL OSCARITO Y SUS AMIGOS	LA PINTANA
26423	COLEGIO SCHOOL TIME	SAN BERNARDO
26424	ESCUELA BASICA Nº 2286 LAMPA	LAMPA
26425	ESCUELA ESP.   N° 161 EL PRINCIPITO DE MALLOCO	PEÑAFLOR
26426	COLEGIO ESPECIAL HOSPITALARIO CON TODO EL COR	PROVIDENCIA
26428	ESCUELA BASICA N°213 SCUOLA IMPERIALE	PUENTE ALTO
26429	ESC DE PARVULOS MI RINCON MAGICO	PUENTE ALTO
26431	ESCUELA DE PARVULOS AMAPOLA	LA FLORIDA
26432	ESCUELA ESPECIAL MI MUNDO EN PALABRAS	LAMPA
26434	COLEGIO ALVARO LAVÍN	MAIPÚ
26435	ESCUELA ESP SANTA MARCELA CRECER	PADRE HURTADO
26436	COLEGIO TERRAUSTRAL DEL SOL	MAIPÚ
26438	ESC ESP SAN GABRIEL DE LA FLORIDA	LA FLORIDA
26439	ESCUELA ESPECIAL NIDO DE PALABRAS	LAS CONDES
26440	ESCUELA ESPECIAL LA CHUPALLA	LAMPA
26441	ESCUELA ESPECIAL JESUS ANGEL GAZO	RENCA
26442	ESC ESP STA MARTA DE PADRE HURTADO	PADRE HURTADO
26443	ESCUELA ESPECIAL RENACER	SAN BERNARDO
26445	ESCUELA ESPECIAL VENTANAL	MAIPÚ
26446	ESCUELA DE LENGUAJE AMERICA II	SAN BERNARDO
26447	ESCUELA ESPECIAL SANTA BARBARA DE PEÑAFLOR	PEÑAFLOR
26448	ESCUELA ESPECIAL ELUNEY	ESTACIÓN CENTRAL
26449	ESCUELA DE LENGUAJE MIS TRES ANGELITOS	SAN BERNARDO
26450	ESCUELA ESPECIAL PARAISO	LAMPA
26451	ESCUELA ESPECIAL FLORES DE BOLLENAR	MELIPILLA
26452	ESCUELA ESPECIAL ANTU-MAWEN	PUDAHUEL
26453	TIEMPO DE CRECER	SAN BERNARDO
26454	COLEGIO SANTIAGO EMPRENDEDORES	SAN BERNARDO
26455	ESCUELA ESPECIAL SAN LUCAS DEL PAICO	EL MONTE
26456	ESCUELA ESPECIAL SANTA AMELIA	MELIPILLA
26457	ESCUELA ESPECIAL MI MUNDO EN PALABRAS	MAIPÚ
26459	ESCUELA ESPECIAL ANCHIMALLEN	LA CISTERNA
26460	ESCUELA BASICA JOSE MARIA DE LA CRUZ	ISLA DE MAIPO
26462	EL ARCA DE LOS NIÑOS LO ESPEJO	LO ESPEJO
26463	COLEGIO SCHULHAUS MONTESSORI	ISLA DE MAIPO
26464	ESCUELA DE LENGUAJE AMERICA	LA GRANJA
26465	COLEGIO INSTITUTO RAMÓN FREIRE	MAIPÚ
26466	ESCUELA BASICA ELIODORO MATTE OSSA	SAN BERNARDO
26467	ESCUELA ESPECIAL CAUQUENES	CERRO NAVIA
26468	ESCUELA ESPECIAL BALIPEQUES	EL BOSQUE
26469	ESCUELA ESPECIAL EL ARCA DE LOS NIÑOS	LA FLORIDA
26470	ESCUELA DE PARVULOS EL CASTILLO DE LOS BAJITO	SAN BERNARDO
26471	ESCUELA ESPECIAL AGUSTINA	MELIPILLA
26472	ESCUELA ESPECIAL DE LENGUAJE ANTU	TALAGANTE
26473	ESCUELA ESPECIAL VISTA HERMOSA	ESTACIÓN CENTRAL
26474	ESCUEL ESPECIAL BAMBÚ	LAMPA
26476	COLEGIO LINCOLN COLLEGE HUECHURABA	HUECHURABA
26477	ESCUELA ESPECIAL MILLARAY	PUENTE ALTO
26478	ESCUELA ESPECIAL PLAY COLLEGE	PUENTE ALTO
26479	ESCUELA ESPECIAL DE LENGUAJE EXPLORA	PUENTE ALTO
26480	ESCUELA DE LENGUAJE LUZ DE ESPERANZA	SAN JOAQUÍN
26481	ESCUELA ESPECIAL LA MORENITA	EL BOSQUE
26482	COLEGIO INGLES SAN JOSE DE LINDEROS	BUIN
26483	ESCUELA ESPECIAL DE LENGUAJE LOS CLARINES	LA FLORIDA
26484	ESCUELA ESPECIAL EL PASTORCITO	QUINTA NORMAL
26485	ESCUELA ESPECIAL N 200 CARAMELO II	PUENTE ALTO
26487	ESCUELA ESPECIAL PIRQUE	PIRQUE
26488	ESCUELA DE LENGUAJE RAYITOS DE SOL	PADRE HURTADO
26490	ESCUELA ESPECIAL DE LENGUAJE EL LUCERO	QUILICURA
26491	ESCUELA DE PARVULOS GUSANITO Nº2	LA FLORIDA
26493	ESCUELA DE LENGUAJE GUSANITO	LA FLORIDA
26494	ESCUELA BASICA SAN JAVIER DEL BOSQUE	EL BOSQUE
26495	ESCUELA ESPECIAL NUEVA ESPERANZA	MAIPÚ
26496	ESCUELA ESPECIAL AMIGOS DEL BOSQUE	CALERA DE TANGO
26497	ESCUELA ESPECIAL MIS ANGELITOS	PADRE HURTADO
26498	ESCUELA ESPECIAL ENITEO CREACIONES	PEÑALOLÉN
26499	COLEGIO INTECTUR	SANTIAGO
26500	ESCUELA ESPECIAL DE LENGUAJE SAN GABRIEL	CERRILLOS
26501	LICEO TECNICO PROFESIONAL PATRICIO AYLWIN AZOCAR	LA GRANJA
26502	ESCUELA DE PARVULOS KIDS PLACE	SAN MIGUEL
26503	COLEGIO SAINT LOUIS SCHOOL	TILTIL
26504	ESCUELA BASICA CIMAS DEL MAIPO	SAN JOSÉ DE MAIPO
26505	COLEGIO DE ADULTO CLOTARIO BLEST RIFFO	PROVIDENCIA
26506	ESC. DE PARVULOS Y ESPECIAL SANTA JOSEFINA	MACUL
26507	COLEGIO SAN FRANCISCO DE PAINE	PAINE
26509	ESCUELA ESPECIAL MANDARINA	LA FLORIDA
26510	ESCUELA ESPECIAL N°2324 INTEGRAL DE CARABINEROS	LA REINA
26512	ESCUELA ESPECIAL GRIBEL DE LA GRANJA	LA GRANJA
26513	ESCUELA ESPECIAL DE LENGUAJE LILIPUT	PUENTE ALTO
26514	ESCUELA ESPECIAL DE LENGUAJE BOY HAPPY	ÑUÑOA
26515	COLEGIO C.I.E.A. GARCIA HURTADO DE MENDOZA	PEÑAFLOR
26516	ESCUELA BASICA N°2327 CONDORES	CONCHALÍ
26517	ESCUELA ESPECIAL NUEVO MUNDO PAC	PEDRO AGUIRRE CERDA
26518	ESCUELA ALTO MAWIDA	PUENTE ALTO
26519	LICEO VESPERTINO DE ADULTOS FUTURO	LA FLORIDA
26520	ESC. ESP. JERUSALEN DE QUINTA NORMAL	QUINTA NORMAL
26521	ESCUELA ESPECIAL MAGOS DE RENCA	RENCA
26522	ESC. ESPECIAL STA. MARGARITA DE PAINE	PAINE
26523	ESC. ESP. MAGICAS PALABRAS	RENCA
26524	COLEGIO ANTIMANQUE	PEÑAFLOR
26526	ESCUELA ESPECIAL TERESITA DE COLINA	COLINA
26527	ESCUELA ESPECIAL SAGRADA FAMILIA	LAMPA
26528	ESC. DE LENGUAJE PIERO VON FALKENBERG	MACUL
26529	ESCUELA ESPECIAL ALTIOR	PUENTE ALTO
26530	ESCUELA ESPECIAL ESPERANZA NUEVA	COLINA
26531	COLEGIO DE ADULTOS ESCUELA DEL CARIÑO	QUINTA NORMAL
26532	COLEGIO LO  BOZA ROSALBA LAGOS MONACO	RENCA
26533	ESCUELA ESPECIAL ARBOLIRIS	PAINE
26534	ESCUELA DE LENGUAJE LA GRANJITA	LA GRANJA
26535	ESCUELA ESPECIAL N° 2338 SONSOLES	MAIPÚ
26536	ESCUELA ESPECIAL Nº 2339 ATRAVIA	LA CISTERNA
26537	ESCUELA ESPECIAL JUGUEMOS EN EL BOSQUE	MAIPÚ
26538	COLEGIO TERRAUSTRAL OESTE S.A	MAIPÚ
26540	ESCUELA ESPECIAL DE LENGUAJE MI CLUB RYMAI	MACUL
26541	ESCUELA ESPECIAL Nº 206 COLORES	PUENTE ALTO
26543	ESCUELA ESPECIAL MUNDO INFANTIL RUTA SUR	PAINE
26544	ESCUELA ESPECIAL COSAS DE NINOS	EL BOSQUE
31029	ESCUELA ESPECIAL CAPULLITO DE SOL DE ISLA DE	ISLA DE MAIPO
31030	ESCUELA PRE MILITAR HEROES DE LA CONCEPCION	LA CISTERNA
31032	ESCUELA ESPECIAL JESUS DE PRAGA	ISLA DE MAIPO
31033	ESCUELA ESPECIAL ANTAY	PADRE HURTADO
31034	COLEGIO HUGO LANDAURO HENRIQUEZ	LA FLORIDA
31035	ESCUELA ESPECIAL ENCANTA PALABRAS	MAIPÚ
31036	ESC. PARV.Y ESP MUNDOPALABRA DE BUIN	BUIN
31037	LICEO INSTITUTO CUMBRE DE CONDORES	RENCA
31038	ESCUELA ESPECIAL DE  LENGUAJE TEMPUS	ESTACIÓN CENTRAL
31039	COLEGIO DE ADULTOS ALTAZOL DE SANTIAGO	SANTIAGO
31040	COLEGIO SAN FERNANDO DE BUIN	BUIN
31041	ESCUELA DE LENGUAJE LA DAVILITA	PEDRO AGUIRRE CERDA
31042	COLEGIO SAN ANDRES DE CALERA DE TANGO	CALERA DE TANGO
31043	ESCUELA ESPECIAL EL PORVENIR	LAMPA
31044	COLEGIO DE ADULTOS EDUCAP	PUDAHUEL
31046	ESCUELA ESPECIAL ANTILLANCA	QUILICURA
31047	CENTRO EDUCACIONAL LIFE SUPPORT	LAS CONDES
31048	COMPLEJO EDUC. ADULTOS CALETA SUR	LO ESPEJO
31049	ESCUELA ESPECIAL DE LENGUAJE NIDO DE LUZ	PUENTE ALTO
31050	ESCUELA DE PARVULOS SAN AGUSTIN	BUIN
31051	ESCUELA ESPECIAL SAN LUIS DEL BOSQUE	EL BOSQUE
31052	COLEGIO VILLA EL SOL	ISLA DE MAIPO
31053	ESCUELA ESPECIAL PALABRAS MAGICAS	SAN JOAQUÍN
31054	COLEGIO EL LABRADOR	BUIN
31055	ESCUELA  DE PARVULOS LOS CASTAÑOS	PUENTE ALTO
31056	ESCUELA ESPECIAL SANTA ANA	MELIPILLA
31057	ESCUELA ESPECIAL ALTO BUIN	BUIN
31060	ESCUELA  DE  PARVULOS CORAZON DE LEON	MAIPÚ
31061	ESCUELA DE PARVULOS SAN JOSE SCHOOL	ESTACIÓN CENTRAL
31063	ESCUELA ESPECIAL PIECECITOS DE NIÑOS	PIRQUE
31064	COLEGIO ALBORADA DE LAMPA	LAMPA
31065	LICEO TECNOLOGICO BICENTENARIO ENRIQUE KIRBERG BALTIANSKY	MAIPÚ
31066	COLEGIO LOS ROBLES DE LOS LIBERTADORES	EL MONTE
31067	ESCUELA DE PARVULOS MAGICOS COLORES	PUENTE ALTO
31068	COLEGIO TERRA MONTE	COLINA
31069	ESCUELA ESPECIAL NUEVA AURORA	PUENTE ALTO
31070	ESC. DE  PARVULOS MAGIC -GARDEN	MAIPÚ
31071	LICEO BICENT. PROV.STA. TERESA DE LOS ANDES	COLINA
31072	ESCUELA ESPECIAL EL RINCON DE JOSEFINA	RENCA
31073	ESCUELA DE PARVULOS Y ESPECIAL MANITOS CREATI	CERRILLOS
31074	LICEO BICENTENARIO DE NIÑAS DE MAIPU	MAIPÚ
31075	ESCUELA DE LENGUAJE ECOLOGICA ANDALEN	EL BOSQUE
31077	ESCUELA ESPECIAL PANDY	MAIPÚ
31078	LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO	PUENTE ALTO
31079	COLEGIO INGLES	PEÑAFLOR
31080	COLEGIO RENACER TP	PUENTE ALTO
31081	ESCUELA  SAN  IGNACIO  DE  BUIN	BUIN
31082	"ESC. DE LENGUAJE PEWUNGUEN	 TIEMPOS DE BROTES"	PEÑALOLÉN
31083	LICEO PAULA JARAQUEMADA DE QUILICURA	QUILICURA
31138	ESCUELA DE LENGUAJE PEQUEÑO ROBLE	PUENTE ALTO
31139	ESCUELA ESPECIAL RENACER	MAIPÚ
31140	ESCUELA ESPECIAL DIFERENCIAL NUEVO AMANECER	QUINTA NORMAL
31141	ESCUELA ESPECIAL DE LENGUAJE RENACER 1	PUENTE ALTO
31142	ESCUELA ESPECIAL MARIA GABRIELA	ESTACIÓN CENTRAL
31144	ESCUELA DE LENGUAJE MARIPOSITAS	SAN BERNARDO
31145	ESCUELA ESPECIAL DE LENGUAJE MUNDO RAVALEN	TALAGANTE
31146	COLEGIO HOSP. CLINICA LOS TIEMPOS	LA REINA
31147	CEIA APRENDER	LO ESPEJO
31148	ESC. ESP. DE LENGUAJE OMILEN ANTU	CONCHALÍ
31149	ESCUELA ESPECIAL DE LENGUAJE KAORY	QUINTA NORMAL
31150	ESCUELA DE PARVULOS THE FOREST KIDS	EL BOSQUE
31151	COLEGIO EDIAL III EDUC. MEDIA TEC. PROF.	CALERA DE TANGO
31152	ESCUELA ESPECIAL LAS PEPAS	LA FLORIDA
31153	INSTITUTO CUMBRES DE CONDORES PONIENTE	RENCA
31154	ESCUELA CAMINA ALTO	COLINA
31155	ESCUELA  ESPECIAL  MANUEL RODRIGUEZ	MAIPÚ
31156	ESCUELA ESPECIAL SAN PEDRO	SAN PEDRO
31158	ESC. DE PARVULOS Y ESPECIAL	INDEPENDENCIA
31159	ESCUELA DE LENGUAJE CANTILLANA Nº181	TALAGANTE
31161	COLEGIO LOS PENSAMIENTOS	LA GRANJA
31162	C.E.I.A. PROFESOR HECTOR DUARTE	EL MONTE
31163	COLEGIO DE ADULTOS SAN ANDRES DE COLINA	COLINA
31164	ESC.ESP.DE  LENGUAJE  MIS  PEQUEÑOS TESOROS	MAIPÚ
31165	ESCUELA ESPECIAL HUEPIL	SAN MIGUEL
31166	ESC. ESP. DE LENGUAJE CAMINO DE VIDA	PUDAHUEL
31167	CENTRO EDUCACIONAL INTEGRAL DE ADULT ACUARIO	SANTIAGO
31168	ESCUELA ESPECIAL CUNCUNITAS DE AMOR	SAN JOSÉ DE MAIPO
31169	ESC. ESP. LENG. Y COMUNICACION SAN SEBASTIAN	PUENTE ALTO
31170	ESCUELA ESPECIAL  SANTA  LUISA	QUINTA NORMAL
31171	ESCUELA DE PARVULOS Y ESPECIAL EUSEBIO LILLO	LA FLORIDA
31172	ESC. ESPECIAL DE LENGUAJE NOVA  AURORA	MAIPÚ
31173	ESC. ESPECIAL DE LENGUAJE KUMELEN	QUILICURA
31175	BICENTENARIO COLLEGE	LA FLORIDA
31176	ESCUELA ESPECIAL PIONERITOS	LA PINTANA
31177	ESCUELA DE PARVULOS LOS DUENDECITOS II	LA GRANJA
31178	ESCUELA ESP. DE LENGUAJE  SAN BENITO	MAIPÚ
31179	ESCUELA ESPECIAL MANZANITA 1	PUENTE ALTO
31180	ESC.DE  PARVULOS  NUEVO  AMANECER	ESTACIÓN CENTRAL
31181	ESCUELA ESPECIAL CENTRO EDUCACIONAL PUKARA	COLINA
31182	ESCUELA ESPECIAL DE LENGUAJE EL CANELO	BUIN
31183	ESCUELA DE PARVULOS MUNDO MAGICO	PADRE HURTADO
31184	ESCUELA DE PARVULOS CASTORCITO Nº 2	SAN JOAQUÍN
31185	ESCUELA  DE  PARVULOS  CEMAR	MAIPÚ
31187	COLEGIO DE ADULTOS ALTOS DEL HUERTO	TILTIL
31189	COLEGIO HOSPITALARIO HOSPITAL MILITAR	LA REINA
31190	ESCUELA CUMBRES  DE  NOS	SAN BERNARDO
31192	COLEGIO ADULTOS MANQUEHUE	LAMPA
31193	ESCUELA BASICA CRISTIANO JERUSALEN	LAMPA
31249	ESCUELA ESPECIAL DE LENG CON AGUA DEL CIELO	SAN MIGUEL
31250	ESCUELA  ESPECIAL DE  LENGUAJE  VICUÑA	QUINTA NORMAL
31251	ESCUELA ESP. DE LENGUAJE LOS TRES REYES MAGOS	QUILICURA
31252	COLEGIO ROCKET ADULTOS DE LA FLORIDA	LA FLORIDA
31253	COLEGIO ALTO DEL MAIPO	ISLA DE MAIPO
31254	ESCUELA ESPECIAL Nº 2385 VALLE HERMOSO	PEÑALOLÉN
31256	ESCUELA  ESPECIAL  DAMASQUITO	ESTACIÓN CENTRAL
31257	ESCUELA ESP. Y PARV. EXPLORADORES DEL MUNDO	MAIPÚ
31258	COLEGIO WALDORF DE SANTIAGO	ÑUÑOA
31259	ESC. DE LENGUAJE Nº 2388 ARCOIRIS DE PALABRAS	MACUL
31260	COLEGIO ALTAZOL DEL MAIPO	PAINE
31261	ESCUELA ESPECIAL EL AGUILA Y EL ROBLE	LA FLORIDA
31262	ESCUELA PART. SANTA MARIA DE GUADALUPE	COLINA
31263	ALBORADA	PUENTE ALTO
31264	ESCUELA BÁSICA SAN GENNARO	PAINE
31265	ESCUELA BASICA N°2392 JOHN JOHN HIGH SCHOOL	ÑUÑOA
31266	INSTITUTO PROFESOR HECTOR DUARTE	EL MONTE
31267	INSTITUTO SAN ALBERTO HURTADO	BUIN
31268	ESCUELA BASICA PORTAL CORDILLERA	SAN JOSÉ DE MAIPO
31270	ESCUELA ESPECIAL KAYROS KIDS	PADRE HURTADO
31271	COLEGIO HIGHLANDS MONTESSORI SCHOOL OF SANTIAGO	PEÑALOLÉN
31273	COLEGIO REAL	LA REINA
31274	COLEGIO SANTA SOFIA	LA PINTANA
31275	LA NONI ESCUELA DE PARVULOS Y LENGUAJE	EL BOSQUE
31276	COLEGIO GRACE COLLEGE	HUECHURABA
31277	ESC. ESP. DE LENGUAJE SAN  EXPEDITO	LO PRADO
31278	INSTITUTO COMERCIAL BARROS ARANA	SAN BERNARDO
31279	COLEGIO DE ADULTOS  ALBA DE ORO	MELIPILLA
31280	ESCUELA ESPECIAL ALIANZA MISIONERA	PADRE HURTADO
31281	COLEGIO ESPECIAL HOSPITALARIO DE CARABINEROS	ÑUÑOA
31282	COLEGIO NOVA	LA FLORIDA
31283	ESCUELA LENG. Y PARVULOS  HORMIGUITA	LA CISTERNA
31284	ESCUELADE LENGUAJE RAYITO DE LUNA	PEÑAFLOR
31285	ESCUELA ESPECIAL N°2395 MI FAMILIA EDUCA	QUILICURA
31287	ESCUELA DEL CARIÑO RICARDO NAVIA	ESTACIÓN CENTRAL
31288	LICEO BICENTENARIO DE  EXCELENCIA NACIONAL DE	CERRO NAVIA
31289	ESCUELA ESPECIAL DE LENGUAJE SOL	PUENTE ALTO
31290	COLEGIO SAN ANDRES MAIPU EL BOSQUE	MAIPÚ
31291	ESCUELA DE LENGUAJE  NUESTRO  HORIZONTE	QUINTA NORMAL
31292	ESCUELA ESPECIAL EL RIEL 2	LO ESPEJO
31293	LICEO NACIONAL BICENTENARIO DE EXCELENCIA	SAN BERNARDO
31294	LICEO BICENTENARIO MARIA SOLEDAD MELENDEZ MOLINA	TALAGANTE
31295	LICEO BICENTENARIO ITALIA	SANTIAGO
31296	ESCUELA DE PARVULOS REMOLINO	MAIPÚ
31297	ESCUELA DE LENGUAJE N°2399 GRANDES SUEÑOS	LAMPA
31298	ESCUELA DE LENGUAJE AMADEUS MOZART 2685	LA PINTANA
31299	LICEO BICENTENARIO DE EXCELENCIA FRANCISCO BILBAO BARQUIN DE QUILICURA	QUILICURA
31300	ESCUELA BÁSICA N°186 MANCHESTER COLLEGE	TILTIL
31302	COLEGIO LOS PINOS	SAN BERNARDO
31326	ESCUELA ESPECIAL ATRAVIA	LA FLORIDA
31327	COLEGIO ALICANTE DEL VALLE	PUENTE ALTO
31328	JARDIN INFANTIL FRUTILLITA FELIZ	LA FLORIDA
31329	ESCUELA DE  LENGUAJE HELLO CHILDREN	ESTACIÓN CENTRAL
31330	ESCUELA DE LENGUAJE CHILE	SAN RAMÓN
31331	ESCUELA ESPECIAL DIFERENCIAL SAGRADO CORAZON	SAN BERNARDO
31332	COLEGIO CORAZONES DE JESUS	LO ESPEJO
31333	ESCUELA ESPECIAL PLAZUELA ENCANTADA II	PUENTE ALTO
31334	ESCUELA DE LENGUAJE HABLANDO SIN PARAR	EL BOSQUE
31335	ESCUELA ESPECIAL JAVIERA CARRERA	TALAGANTE
31337	ESCUELA  BASICA  ALTAS  CUMBRES	PUENTE ALTO
31360	ESCUELA ESPECIAL N°189 `SAN VICENTE`	SAN BERNARDO
31361	ESCUELA ESPECIAL MAGIC SCHOOL	MACUL
31362	ESCUELA ESPECIAL TERRA BAMBINI	PADRE HURTADO
31363	ESCUELA ESPECIAL ALTA	MAIPÚ
31364	ESCUELA DE LENGUAJE SANTA TERESA	CERRO NAVIA
31365	ESCUELA ESPECIAL MIS PRIMEROS PASITOS E.I.R.L	SAN RAMÓN
31366	ESCUELA ESPECIAL N° 2410 GRANJERITOS	LA GRANJA
31368	CENTRO EDUCACIONAL DE ADULTOS DREYSE	PEÑAFLOR
31369	ESCUELA ESPECIAL N° 190 - SAN BERNARDO	SAN BERNARDO
31371	ESCUELA ESPECIAL MI CLUB RYMAI	LA GRANJA
31373	COLEGIO SAINT JOSEPH SCHOOL	HUECHURABA
31374	ESCUELA  ESPECIAL  MELODIAS  MAGICAS	TALAGANTE
31375	CENTRO DE ESTUDIOS FRANCISCO BILBAO DE CURACA	CURACAVÍ
31376	LICEO  DE  ADULTOS  INSIEME	SANTIAGO
31377	"ESCUELA ESPECIAL N° 2413	 PEUMAYEN"	LAMPA
31378	ESCUELA BÁSICA PALMARES ORIENTE	QUILICURA
